"Rec..","Date","Time","Temperature.degC.","Pressure.psi.","day","month","year","DOY"
3263,2023-04-25,"22:08:49",6.25,0.1,25,4,2023,115
3264,2023-04-25,"22:13:49",6.25,0.1,25,4,2023,115
3265,2023-04-25,"22:18:49",6.25,0.1,25,4,2023,115
3266,2023-04-25,"22:23:49",6.25,0.1,25,4,2023,115
3267,2023-04-25,"22:28:49",6.25,0.1,25,4,2023,115
3268,2023-04-25,"22:33:49",6.25,0.1,25,4,2023,115
3269,2023-04-25,"22:38:49",6.19,0.1,25,4,2023,115
3270,2023-04-25,"22:43:49",6.25,0.1,25,4,2023,115
3271,2023-04-25,"22:48:49",6.25,0.1,25,4,2023,115
3272,2023-04-25,"22:53:49",6.25,0.1,25,4,2023,115
3273,2023-04-25,"22:58:49",6.19,0.1,25,4,2023,115
3274,2023-04-25,"23:03:49",6.19,0.1,25,4,2023,115
3275,2023-04-25,"23:08:49",6.19,0.1,25,4,2023,115
3276,2023-04-25,"23:13:49",6.19,0.1,25,4,2023,115
3277,2023-04-25,"23:18:49",6.19,0.1,25,4,2023,115
3278,2023-04-25,"23:23:49",6.19,0.1,25,4,2023,115
3279,2023-04-25,"23:28:49",6.19,0.1,25,4,2023,115
3280,2023-04-25,"23:33:49",6.19,0.1,25,4,2023,115
3281,2023-04-25,"23:38:49",6.13,0.1,25,4,2023,115
3282,2023-04-25,"23:43:49",6.13,0.1,25,4,2023,115
3283,2023-04-25,"23:48:49",6.13,0.1,25,4,2023,115
3284,2023-04-25,"23:53:49",6.19,0.1,25,4,2023,115
3285,2023-04-25,"23:58:49",6.13,0.1,25,4,2023,115
3286,2023-04-26,"0:03:49",6.13,0.1,26,4,2023,116
3287,2023-04-26,"0:08:49",6.13,0.1,26,4,2023,116
3288,2023-04-26,"0:13:49",6.13,0.1,26,4,2023,116
3289,2023-04-26,"0:18:49",6.13,0.1,26,4,2023,116
3290,2023-04-26,"0:23:49",6.13,0.1,26,4,2023,116
3291,2023-04-26,"0:28:49",6.13,0.1,26,4,2023,116
3292,2023-04-26,"0:33:49",6.13,0.1,26,4,2023,116
3293,2023-04-26,"0:38:49",6.13,0.1,26,4,2023,116
3294,2023-04-26,"0:43:49",6.19,0.1,26,4,2023,116
3295,2023-04-26,"0:48:49",6.13,0.1,26,4,2023,116
3296,2023-04-26,"0:53:49",6.13,0.1,26,4,2023,116
3297,2023-04-26,"0:58:49",6.13,0.1,26,4,2023,116
3298,2023-04-26,"1:03:49",6.13,0.1,26,4,2023,116
3299,2023-04-26,"1:08:49",6.13,0.1,26,4,2023,116
3300,2023-04-26,"1:13:49",6.13,0.1,26,4,2023,116
3301,2023-04-26,"1:18:49",6.13,0.1,26,4,2023,116
3302,2023-04-26,"1:23:49",6.13,0.1,26,4,2023,116
3303,2023-04-26,"1:28:49",6.13,0.1,26,4,2023,116
3304,2023-04-26,"1:33:49",6.13,0.1,26,4,2023,116
3305,2023-04-26,"1:38:49",6.13,0.1,26,4,2023,116
3306,2023-04-26,"1:43:49",6.13,0.1,26,4,2023,116
3307,2023-04-26,"1:48:49",6.06,0.1,26,4,2023,116
3308,2023-04-26,"1:53:49",6.06,0.1,26,4,2023,116
3309,2023-04-26,"1:58:49",6.13,0.1,26,4,2023,116
3310,2023-04-26,"2:03:49",6.13,0.1,26,4,2023,116
3311,2023-04-26,"2:08:49",6.13,0.1,26,4,2023,116
3312,2023-04-26,"2:13:49",6.13,0.1,26,4,2023,116
3313,2023-04-26,"2:18:49",6.13,0.1,26,4,2023,116
3314,2023-04-26,"2:23:49",6.13,0.1,26,4,2023,116
3315,2023-04-26,"2:28:49",6.06,0.1,26,4,2023,116
3316,2023-04-26,"2:33:49",6.13,0.1,26,4,2023,116
3317,2023-04-26,"2:38:49",6.06,0.1,26,4,2023,116
3318,2023-04-26,"2:43:49",6.13,0.1,26,4,2023,116
3319,2023-04-26,"2:48:49",6.06,0.1,26,4,2023,116
3320,2023-04-26,"2:53:49",6.13,0.1,26,4,2023,116
3321,2023-04-26,"2:58:49",6.06,0.1,26,4,2023,116
3322,2023-04-26,"3:03:49",6.06,0.1,26,4,2023,116
3323,2023-04-26,"3:08:49",6.06,0.1,26,4,2023,116
3324,2023-04-26,"3:13:49",6.06,0.1,26,4,2023,116
3325,2023-04-26,"3:18:49",6.06,0.1,26,4,2023,116
3326,2023-04-26,"3:23:49",6.06,0.1,26,4,2023,116
3327,2023-04-26,"3:28:49",6.06,0.1,26,4,2023,116
3328,2023-04-26,"3:33:49",6.06,0.1,26,4,2023,116
3329,2023-04-26,"3:38:49",6.06,0.1,26,4,2023,116
3330,2023-04-26,"3:43:49",6.06,0.1,26,4,2023,116
3331,2023-04-26,"3:48:49",6.06,0.099,26,4,2023,116
3332,2023-04-26,"3:53:49",6.06,0.1,26,4,2023,116
3333,2023-04-26,"3:58:49",6.06,0.1,26,4,2023,116
3334,2023-04-26,"4:03:49",6.06,0.1,26,4,2023,116
3335,2023-04-26,"4:08:49",6.06,0.1,26,4,2023,116
3336,2023-04-26,"4:13:49",6.06,0.1,26,4,2023,116
3337,2023-04-26,"4:18:49",6.06,0.1,26,4,2023,116
3338,2023-04-26,"4:23:49",6.06,0.1,26,4,2023,116
3339,2023-04-26,"4:28:49",6,0.1,26,4,2023,116
3340,2023-04-26,"4:33:49",6.06,0.1,26,4,2023,116
3341,2023-04-26,"4:38:49",6,0.1,26,4,2023,116
3342,2023-04-26,"4:43:49",6.06,0.1,26,4,2023,116
3343,2023-04-26,"4:48:49",6.06,0.1,26,4,2023,116
3344,2023-04-26,"4:53:49",6.06,0.1,26,4,2023,116
3345,2023-04-26,"4:58:49",6.06,0.1,26,4,2023,116
3346,2023-04-26,"5:03:49",6.06,0.1,26,4,2023,116
3347,2023-04-26,"5:08:49",6.06,0.099,26,4,2023,116
3348,2023-04-26,"5:13:49",6.06,0.1,26,4,2023,116
3349,2023-04-26,"5:18:49",6.06,0.099,26,4,2023,116
3350,2023-04-26,"5:23:49",6.06,0.1,26,4,2023,116
3351,2023-04-26,"5:28:49",6.06,0.1,26,4,2023,116
3352,2023-04-26,"5:33:49",6.06,0.099,26,4,2023,116
3353,2023-04-26,"5:38:49",6.06,0.1,26,4,2023,116
3354,2023-04-26,"5:43:49",6.06,0.1,26,4,2023,116
3355,2023-04-26,"5:48:49",6.06,0.1,26,4,2023,116
3356,2023-04-26,"5:53:49",6.06,0.099,26,4,2023,116
3357,2023-04-26,"5:58:49",6.06,0.099,26,4,2023,116
3358,2023-04-26,"6:03:49",6.06,0.099,26,4,2023,116
3359,2023-04-26,"6:08:49",6.06,0.099,26,4,2023,116
3360,2023-04-26,"6:13:49",6.06,0.1,26,4,2023,116
3361,2023-04-26,"6:18:49",6.06,0.1,26,4,2023,116
3362,2023-04-26,"6:23:49",6.06,0.1,26,4,2023,116
3363,2023-04-26,"6:28:49",6.06,0.1,26,4,2023,116
3364,2023-04-26,"6:33:49",6.06,0.1,26,4,2023,116
3365,2023-04-26,"6:38:49",6.06,0.099,26,4,2023,116
3366,2023-04-26,"6:43:49",6.06,0.1,26,4,2023,116
3367,2023-04-26,"6:48:49",6.06,0.1,26,4,2023,116
3368,2023-04-26,"6:53:49",6.06,0.1,26,4,2023,116
3369,2023-04-26,"6:58:49",6.06,0.1,26,4,2023,116
3370,2023-04-26,"7:03:49",6.06,0.1,26,4,2023,116
3371,2023-04-26,"7:08:49",6.06,0.1,26,4,2023,116
3372,2023-04-26,"7:13:49",6.06,0.1,26,4,2023,116
3373,2023-04-26,"7:18:49",6.06,0.1,26,4,2023,116
3374,2023-04-26,"7:23:49",6.06,0.1,26,4,2023,116
3375,2023-04-26,"7:28:49",6.19,0.101,26,4,2023,116
3376,2023-04-26,"7:33:49",6.06,0.1,26,4,2023,116
3377,2023-04-26,"7:38:49",6.13,0.101,26,4,2023,116
3378,2023-04-26,"7:43:49",6.06,0.101,26,4,2023,116
3379,2023-04-26,"7:48:49",6.06,0.1,26,4,2023,116
3380,2023-04-26,"7:53:49",6.06,0.1,26,4,2023,116
3381,2023-04-26,"7:58:49",6.13,0.101,26,4,2023,116
3382,2023-04-26,"8:03:49",6.06,0.101,26,4,2023,116
3383,2023-04-26,"8:08:49",6.13,0.101,26,4,2023,116
3384,2023-04-26,"8:13:49",6.13,0.101,26,4,2023,116
3385,2023-04-26,"8:18:49",6.13,0.101,26,4,2023,116
3386,2023-04-26,"8:23:49",6.13,0.101,26,4,2023,116
3387,2023-04-26,"8:28:49",6.13,0.101,26,4,2023,116
3388,2023-04-26,"8:33:49",6.13,0.101,26,4,2023,116
3389,2023-04-26,"8:38:49",6.13,0.101,26,4,2023,116
3390,2023-04-26,"8:43:49",6.13,0.101,26,4,2023,116
3391,2023-04-26,"8:48:49",6.13,0.101,26,4,2023,116
3392,2023-04-26,"8:53:49",6.13,0.101,26,4,2023,116
3393,2023-04-26,"8:58:49",6.13,0.101,26,4,2023,116
3394,2023-04-26,"9:03:49",6.13,0.101,26,4,2023,116
3395,2023-04-26,"9:08:49",6.13,0.101,26,4,2023,116
3396,2023-04-26,"9:13:49",6.19,0.101,26,4,2023,116
3397,2023-04-26,"9:18:49",6.19,0.101,26,4,2023,116
3398,2023-04-26,"9:23:49",6.19,0.101,26,4,2023,116
3399,2023-04-26,"9:28:49",6.19,0.101,26,4,2023,116
3400,2023-04-26,"9:33:49",6.19,0.101,26,4,2023,116
3401,2023-04-26,"9:38:49",6.19,0.101,26,4,2023,116
3402,2023-04-26,"9:43:49",6.19,0.101,26,4,2023,116
3403,2023-04-26,"9:48:49",6.25,0.101,26,4,2023,116
3404,2023-04-26,"9:53:49",6.25,0.101,26,4,2023,116
3405,2023-04-26,"9:58:49",6.25,0.101,26,4,2023,116
3406,2023-04-26,"10:03:49",6.25,0.101,26,4,2023,116
3407,2023-04-26,"10:08:49",6.25,0.101,26,4,2023,116
3408,2023-04-26,"10:13:49",6.25,0.101,26,4,2023,116
3409,2023-04-26,"10:18:49",6.25,0.101,26,4,2023,116
3410,2023-04-26,"10:23:49",6.31,0.101,26,4,2023,116
3411,2023-04-26,"10:28:49",6.31,0.101,26,4,2023,116
3412,2023-04-26,"10:33:49",6.31,0.101,26,4,2023,116
3413,2023-04-26,"10:38:49",6.31,0.101,26,4,2023,116
3414,2023-04-26,"10:43:49",6.31,0.101,26,4,2023,116
3415,2023-04-26,"10:48:49",6.31,0.101,26,4,2023,116
3416,2023-04-26,"10:53:49",6.31,0.101,26,4,2023,116
3417,2023-04-26,"10:58:49",6.31,0.101,26,4,2023,116
3418,2023-04-26,"11:03:49",6.31,0.101,26,4,2023,116
3419,2023-04-26,"11:08:49",6.31,0.101,26,4,2023,116
3420,2023-04-26,"11:13:49",6.38,0.101,26,4,2023,116
3421,2023-04-26,"11:18:49",6.38,0.101,26,4,2023,116
3422,2023-04-26,"11:23:49",6.44,0.101,26,4,2023,116
3423,2023-04-26,"11:28:49",6.44,0.101,26,4,2023,116
3424,2023-04-26,"11:33:49",6.44,0.101,26,4,2023,116
3425,2023-04-26,"11:38:49",6.44,0.101,26,4,2023,116
3426,2023-04-26,"11:43:49",6.44,0.101,26,4,2023,116
3427,2023-04-26,"11:48:49",6.5,0.101,26,4,2023,116
3428,2023-04-26,"11:53:49",6.5,0.101,26,4,2023,116
3429,2023-04-26,"11:58:49",6.5,0.101,26,4,2023,116
3430,2023-04-26,"12:03:49",6.5,0.101,26,4,2023,116
3431,2023-04-26,"12:08:49",6.5,0.101,26,4,2023,116
3432,2023-04-26,"12:13:49",6.5,0.1,26,4,2023,116
3433,2023-04-26,"12:18:49",6.5,0.101,26,4,2023,116
3434,2023-04-26,"12:23:49",6.56,0.101,26,4,2023,116
3435,2023-04-26,"12:28:49",6.56,0.101,26,4,2023,116
3436,2023-04-26,"12:33:49",6.63,0.101,26,4,2023,116
3437,2023-04-26,"12:38:49",6.56,0.101,26,4,2023,116
3438,2023-04-26,"12:43:49",6.56,0.101,26,4,2023,116
3439,2023-04-26,"12:48:49",6.56,0.1,26,4,2023,116
3440,2023-04-26,"12:53:49",6.63,0.1,26,4,2023,116
3441,2023-04-26,"12:58:49",6.63,0.101,26,4,2023,116
3442,2023-04-26,"13:03:49",6.63,0.1,26,4,2023,116
3443,2023-04-26,"13:08:49",6.63,0.1,26,4,2023,116
3444,2023-04-26,"13:13:49",6.69,0.1,26,4,2023,116
3445,2023-04-26,"13:18:49",6.69,0.101,26,4,2023,116
3446,2023-04-26,"13:23:49",6.69,0.1,26,4,2023,116
3447,2023-04-26,"13:28:49",6.69,0.1,26,4,2023,116
3448,2023-04-26,"13:33:49",6.69,0.1,26,4,2023,116
3449,2023-04-26,"13:38:49",6.69,0.1,26,4,2023,116
3450,2023-04-26,"13:43:49",6.75,0.1,26,4,2023,116
3451,2023-04-26,"13:48:49",6.75,0.1,26,4,2023,116
3452,2023-04-26,"13:53:49",6.75,0.1,26,4,2023,116
3453,2023-04-26,"13:58:49",6.75,0.1,26,4,2023,116
3454,2023-04-26,"14:03:49",6.81,0.1,26,4,2023,116
3455,2023-04-26,"14:08:49",6.81,0.1,26,4,2023,116
3456,2023-04-26,"14:13:49",6.81,0.1,26,4,2023,116
3457,2023-04-26,"14:18:49",6.88,0.1,26,4,2023,116
3458,2023-04-26,"14:23:49",6.88,0.1,26,4,2023,116
3459,2023-04-26,"14:28:49",6.88,0.1,26,4,2023,116
3460,2023-04-26,"14:33:49",6.94,0.1,26,4,2023,116
3461,2023-04-26,"14:38:49",6.94,0.1,26,4,2023,116
3462,2023-04-26,"14:43:49",6.94,0.1,26,4,2023,116
3463,2023-04-26,"14:48:49",6.94,0.1,26,4,2023,116
3464,2023-04-26,"14:53:49",7,0.1,26,4,2023,116
3465,2023-04-26,"14:58:49",7,0.1,26,4,2023,116
3466,2023-04-26,"15:03:49",7,0.1,26,4,2023,116
3467,2023-04-26,"15:08:49",7,0.1,26,4,2023,116
3468,2023-04-26,"15:13:49",7,0.099,26,4,2023,116
3469,2023-04-26,"15:18:49",7.06,0.099,26,4,2023,116
3470,2023-04-26,"15:23:49",7.06,0.099,26,4,2023,116
3471,2023-04-26,"15:28:49",7.13,0.099,26,4,2023,116
3472,2023-04-26,"15:33:49",7.06,0.099,26,4,2023,116
3473,2023-04-26,"15:38:49",7.06,0.099,26,4,2023,116
3474,2023-04-26,"15:43:49",7.13,0.099,26,4,2023,116
3475,2023-04-26,"15:48:49",7.13,0.099,26,4,2023,116
3476,2023-04-26,"15:53:49",7.13,0.099,26,4,2023,116
3477,2023-04-26,"15:58:49",7.13,0.099,26,4,2023,116
3478,2023-04-26,"16:03:49",7.13,0.099,26,4,2023,116
3479,2023-04-26,"16:08:49",7.13,0.099,26,4,2023,116
3480,2023-04-26,"16:13:49",7.13,0.099,26,4,2023,116
3481,2023-04-26,"16:18:49",7.13,0.099,26,4,2023,116
3482,2023-04-26,"16:23:49",7.13,0.099,26,4,2023,116
3483,2023-04-26,"16:28:49",7.13,0.099,26,4,2023,116
3484,2023-04-26,"16:33:49",7.13,0.099,26,4,2023,116
3485,2023-04-26,"16:38:49",7.13,0.099,26,4,2023,116
3486,2023-04-26,"16:43:49",7.13,0.099,26,4,2023,116
3487,2023-04-26,"16:48:49",7.13,0.099,26,4,2023,116
3488,2023-04-26,"16:53:49",7.19,0.099,26,4,2023,116
3489,2023-04-26,"16:58:49",7.13,0.099,26,4,2023,116
3490,2023-04-26,"17:03:49",7.13,0.099,26,4,2023,116
3491,2023-04-26,"17:08:49",7.19,0.098,26,4,2023,116
3492,2023-04-26,"17:13:49",7.13,0.098,26,4,2023,116
3493,2023-04-26,"17:18:49",7.13,0.099,26,4,2023,116
3494,2023-04-26,"17:23:49",7.13,0.098,26,4,2023,116
3495,2023-04-26,"17:28:49",7.13,0.098,26,4,2023,116
3496,2023-04-26,"17:33:49",7.13,0.098,26,4,2023,116
3497,2023-04-26,"17:38:49",7.13,0.098,26,4,2023,116
3498,2023-04-26,"17:43:49",7.13,0.098,26,4,2023,116
3499,2023-04-26,"17:48:49",7.13,0.098,26,4,2023,116
3500,2023-04-26,"17:53:49",7.13,0.098,26,4,2023,116
3501,2023-04-26,"17:58:49",7.13,0.098,26,4,2023,116
3502,2023-04-26,"18:03:49",7.13,0.098,26,4,2023,116
3503,2023-04-26,"18:08:49",7.13,0.098,26,4,2023,116
3504,2023-04-26,"18:13:49",7.13,0.098,26,4,2023,116
3505,2023-04-26,"18:18:49",7.06,0.098,26,4,2023,116
3506,2023-04-26,"18:23:49",7.06,0.098,26,4,2023,116
3507,2023-04-26,"18:28:49",7.06,0.098,26,4,2023,116
3508,2023-04-26,"18:33:49",7.06,0.098,26,4,2023,116
3509,2023-04-26,"18:38:49",7.06,0.098,26,4,2023,116
3510,2023-04-26,"18:43:49",7.06,0.098,26,4,2023,116
3511,2023-04-26,"18:48:49",7.06,0.098,26,4,2023,116
3512,2023-04-26,"18:53:49",7.06,0.098,26,4,2023,116
3513,2023-04-26,"18:58:49",7.06,0.098,26,4,2023,116
3514,2023-04-26,"19:03:49",7.06,0.098,26,4,2023,116
3515,2023-04-26,"19:08:49",7,0.098,26,4,2023,116
3516,2023-04-26,"19:13:49",7,0.098,26,4,2023,116
3517,2023-04-26,"19:18:49",7,0.097,26,4,2023,116
3518,2023-04-26,"19:23:49",7,0.098,26,4,2023,116
3519,2023-04-26,"19:28:49",7,0.097,26,4,2023,116
3520,2023-04-26,"19:33:49",7,0.097,26,4,2023,116
3521,2023-04-26,"19:38:49",7,0.097,26,4,2023,116
3522,2023-04-26,"19:43:49",7,0.098,26,4,2023,116
3523,2023-04-26,"19:48:49",7,0.097,26,4,2023,116
3524,2023-04-26,"19:53:49",7,0.097,26,4,2023,116
3525,2023-04-26,"19:58:49",7,0.098,26,4,2023,116
3526,2023-04-26,"20:03:49",6.94,0.097,26,4,2023,116
3527,2023-04-26,"20:08:49",6.94,0.097,26,4,2023,116
3528,2023-04-26,"20:13:49",6.94,0.097,26,4,2023,116
3529,2023-04-26,"20:18:49",6.94,0.097,26,4,2023,116
3530,2023-04-26,"20:23:49",6.94,0.097,26,4,2023,116
3531,2023-04-26,"20:28:49",6.94,0.097,26,4,2023,116
3532,2023-04-26,"20:33:49",6.94,0.097,26,4,2023,116
3533,2023-04-26,"20:38:49",6.88,0.097,26,4,2023,116
3534,2023-04-26,"20:43:49",6.88,0.097,26,4,2023,116
3535,2023-04-26,"20:48:49",6.88,0.097,26,4,2023,116
3536,2023-04-26,"20:53:49",6.88,0.097,26,4,2023,116
3537,2023-04-26,"20:58:49",6.88,0.097,26,4,2023,116
3538,2023-04-26,"21:03:49",6.88,0.097,26,4,2023,116
3539,2023-04-26,"21:08:49",6.88,0.097,26,4,2023,116
3540,2023-04-26,"21:13:49",6.81,0.097,26,4,2023,116
3541,2023-04-26,"21:18:49",6.81,0.097,26,4,2023,116
3542,2023-04-26,"21:23:49",6.81,0.097,26,4,2023,116
3543,2023-04-26,"21:28:49",6.81,0.097,26,4,2023,116
3544,2023-04-26,"21:33:49",6.81,0.097,26,4,2023,116
3545,2023-04-26,"21:38:49",6.81,0.097,26,4,2023,116
3546,2023-04-26,"21:43:49",6.81,0.097,26,4,2023,116
3547,2023-04-26,"21:48:49",6.81,0.097,26,4,2023,116
3548,2023-04-26,"21:53:49",6.75,0.097,26,4,2023,116
3549,2023-04-26,"21:58:49",6.81,0.097,26,4,2023,116
3550,2023-04-26,"22:03:49",6.75,0.097,26,4,2023,116
3551,2023-04-26,"22:08:49",6.75,0.097,26,4,2023,116
3552,2023-04-26,"22:13:49",6.75,0.097,26,4,2023,116
3553,2023-04-26,"22:18:49",6.75,0.097,26,4,2023,116
3554,2023-04-26,"22:23:49",6.75,0.097,26,4,2023,116
3555,2023-04-26,"22:28:49",6.75,0.097,26,4,2023,116
3556,2023-04-26,"22:33:49",6.75,0.097,26,4,2023,116
3557,2023-04-26,"22:38:49",6.75,0.097,26,4,2023,116
3558,2023-04-26,"22:43:49",6.75,0.097,26,4,2023,116
3559,2023-04-26,"22:48:49",6.75,0.097,26,4,2023,116
3560,2023-04-26,"22:53:49",6.75,0.097,26,4,2023,116
3561,2023-04-26,"22:58:49",6.69,0.097,26,4,2023,116
3562,2023-04-26,"23:03:49",6.69,0.097,26,4,2023,116
3563,2023-04-26,"23:08:49",6.75,0.097,26,4,2023,116
3564,2023-04-26,"23:13:49",6.69,0.097,26,4,2023,116
3565,2023-04-26,"23:18:49",6.75,0.097,26,4,2023,116
3566,2023-04-26,"23:23:49",6.69,0.097,26,4,2023,116
3567,2023-04-26,"23:28:49",6.69,0.097,26,4,2023,116
3568,2023-04-26,"23:33:49",6.69,0.097,26,4,2023,116
3569,2023-04-26,"23:38:49",6.69,0.097,26,4,2023,116
3570,2023-04-26,"23:43:49",6.69,0.097,26,4,2023,116
3571,2023-04-26,"23:48:49",6.69,0.097,26,4,2023,116
3572,2023-04-26,"23:53:49",6.69,0.097,26,4,2023,116
3573,2023-04-26,"23:58:49",6.63,0.097,26,4,2023,116
3574,2023-04-27,"0:03:49",6.69,0.097,27,4,2023,117
3575,2023-04-27,"0:08:49",6.69,0.097,27,4,2023,117
3576,2023-04-27,"0:13:49",6.63,0.097,27,4,2023,117
3577,2023-04-27,"0:18:49",6.63,0.097,27,4,2023,117
3578,2023-04-27,"0:23:49",6.63,0.097,27,4,2023,117
3579,2023-04-27,"0:28:49",6.63,0.097,27,4,2023,117
3580,2023-04-27,"0:33:49",6.63,0.097,27,4,2023,117
3581,2023-04-27,"0:38:49",6.56,0.097,27,4,2023,117
3582,2023-04-27,"0:43:49",6.63,0.097,27,4,2023,117
3583,2023-04-27,"0:48:49",6.63,0.096,27,4,2023,117
3584,2023-04-27,"0:53:49",6.56,0.097,27,4,2023,117
3585,2023-04-27,"0:58:49",6.56,0.097,27,4,2023,117
3586,2023-04-27,"1:03:49",6.56,0.097,27,4,2023,117
3587,2023-04-27,"1:08:49",6.63,0.097,27,4,2023,117
3588,2023-04-27,"1:13:49",6.56,0.097,27,4,2023,117
3589,2023-04-27,"1:18:49",6.56,0.096,27,4,2023,117
3590,2023-04-27,"1:23:49",6.56,0.097,27,4,2023,117
3591,2023-04-27,"1:28:49",6.56,0.097,27,4,2023,117
3592,2023-04-27,"1:33:49",6.56,0.097,27,4,2023,117
3593,2023-04-27,"1:38:49",6.5,0.097,27,4,2023,117
3594,2023-04-27,"1:43:49",6.5,0.097,27,4,2023,117
3595,2023-04-27,"1:48:49",6.5,0.097,27,4,2023,117
3596,2023-04-27,"1:53:49",6.5,0.097,27,4,2023,117
3597,2023-04-27,"1:58:49",6.5,0.097,27,4,2023,117
3598,2023-04-27,"2:03:49",6.5,0.097,27,4,2023,117
3599,2023-04-27,"2:08:49",6.5,0.097,27,4,2023,117
3600,2023-04-27,"2:13:49",6.5,0.097,27,4,2023,117
3601,2023-04-27,"2:18:49",6.5,0.096,27,4,2023,117
3602,2023-04-27,"2:23:49",6.5,0.097,27,4,2023,117
3603,2023-04-27,"2:28:49",6.5,0.097,27,4,2023,117
3604,2023-04-27,"2:33:49",6.5,0.097,27,4,2023,117
3605,2023-04-27,"2:38:49",6.5,0.097,27,4,2023,117
3606,2023-04-27,"2:43:49",6.5,0.097,27,4,2023,117
3607,2023-04-27,"2:48:49",6.5,0.097,27,4,2023,117
3608,2023-04-27,"2:53:49",6.44,0.097,27,4,2023,117
3609,2023-04-27,"2:58:49",6.5,0.097,27,4,2023,117
3610,2023-04-27,"3:03:49",6.44,0.096,27,4,2023,117
3611,2023-04-27,"3:08:49",6.44,0.097,27,4,2023,117
3612,2023-04-27,"3:13:49",6.44,0.097,27,4,2023,117
3613,2023-04-27,"3:18:49",6.44,0.097,27,4,2023,117
3614,2023-04-27,"3:23:49",6.44,0.096,27,4,2023,117
3615,2023-04-27,"3:28:49",6.44,0.097,27,4,2023,117
3616,2023-04-27,"3:33:49",6.44,0.097,27,4,2023,117
3617,2023-04-27,"3:38:49",6.44,0.097,27,4,2023,117
3618,2023-04-27,"3:43:49",6.44,0.096,27,4,2023,117
3619,2023-04-27,"3:48:49",6.44,0.096,27,4,2023,117
3620,2023-04-27,"3:53:49",6.38,0.096,27,4,2023,117
3621,2023-04-27,"3:58:49",6.38,0.096,27,4,2023,117
3622,2023-04-27,"4:03:49",6.38,0.096,27,4,2023,117
3623,2023-04-27,"4:08:49",6.38,0.096,27,4,2023,117
3624,2023-04-27,"4:13:49",6.38,0.097,27,4,2023,117
3625,2023-04-27,"4:18:49",6.38,0.097,27,4,2023,117
3626,2023-04-27,"4:23:49",6.38,0.096,27,4,2023,117
3627,2023-04-27,"4:28:49",6.38,0.097,27,4,2023,117
3628,2023-04-27,"4:33:49",6.38,0.096,27,4,2023,117
3629,2023-04-27,"4:38:49",6.38,0.096,27,4,2023,117
3630,2023-04-27,"4:43:49",6.38,0.096,27,4,2023,117
3631,2023-04-27,"4:48:49",6.38,0.096,27,4,2023,117
3632,2023-04-27,"4:53:49",6.38,0.096,27,4,2023,117
3633,2023-04-27,"4:58:49",6.38,0.096,27,4,2023,117
3634,2023-04-27,"5:03:49",6.38,0.096,27,4,2023,117
3635,2023-04-27,"5:08:49",6.38,0.096,27,4,2023,117
3636,2023-04-27,"5:13:49",6.38,0.096,27,4,2023,117
3637,2023-04-27,"5:18:49",6.38,0.096,27,4,2023,117
3638,2023-04-27,"5:23:49",6.38,0.096,27,4,2023,117
3639,2023-04-27,"5:28:49",6.38,0.096,27,4,2023,117
3640,2023-04-27,"5:33:49",6.38,0.096,27,4,2023,117
3641,2023-04-27,"5:38:49",6.38,0.096,27,4,2023,117
3642,2023-04-27,"5:43:49",6.31,0.096,27,4,2023,117
3643,2023-04-27,"5:48:49",6.38,0.096,27,4,2023,117
3644,2023-04-27,"5:53:49",6.38,0.096,27,4,2023,117
3645,2023-04-27,"5:58:49",6.31,0.096,27,4,2023,117
3646,2023-04-27,"6:03:49",6.38,0.096,27,4,2023,117
3647,2023-04-27,"6:08:49",6.31,0.096,27,4,2023,117
3648,2023-04-27,"6:13:49",6.31,0.096,27,4,2023,117
3649,2023-04-27,"6:18:49",6.31,0.096,27,4,2023,117
3650,2023-04-27,"6:23:49",6.31,0.096,27,4,2023,117
3651,2023-04-27,"6:28:49",6.31,0.096,27,4,2023,117
3652,2023-04-27,"6:33:49",6.31,0.096,27,4,2023,117
3653,2023-04-27,"6:38:49",6.31,0.096,27,4,2023,117
3654,2023-04-27,"6:43:49",6.31,0.096,27,4,2023,117
3655,2023-04-27,"6:48:49",6.31,0.096,27,4,2023,117
3656,2023-04-27,"6:53:49",6.31,0.096,27,4,2023,117
3657,2023-04-27,"6:58:49",6.31,0.096,27,4,2023,117
3658,2023-04-27,"7:03:49",6.38,0.096,27,4,2023,117
3659,2023-04-27,"7:08:49",6.31,0.096,27,4,2023,117
3660,2023-04-27,"7:13:49",6.31,0.096,27,4,2023,117
3661,2023-04-27,"7:18:49",6.38,0.096,27,4,2023,117
3662,2023-04-27,"7:23:49",6.38,0.096,27,4,2023,117
3663,2023-04-27,"7:28:49",6.38,0.096,27,4,2023,117
3664,2023-04-27,"7:33:49",6.38,0.096,27,4,2023,117
3665,2023-04-27,"7:38:49",6.38,0.096,27,4,2023,117
3666,2023-04-27,"7:43:49",6.38,0.096,27,4,2023,117
3667,2023-04-27,"7:48:49",6.38,0.096,27,4,2023,117
3668,2023-04-27,"7:53:49",6.38,0.096,27,4,2023,117
3669,2023-04-27,"7:58:49",6.38,0.096,27,4,2023,117
3670,2023-04-27,"8:03:49",6.38,0.096,27,4,2023,117
3671,2023-04-27,"8:08:49",6.38,0.096,27,4,2023,117
3672,2023-04-27,"8:13:49",6.44,0.096,27,4,2023,117
3673,2023-04-27,"8:18:49",6.38,0.096,27,4,2023,117
